Id,ActivityDay,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
6290855005,2016-05-05,6339,4.79,0,0,239,1201,2682
6290855005,2016-05-06,6116,4.62,0,0,305,1135,2806
6290855005,2016-05-07,5510,4.17,0,0,227,1213,2613
6290855005,2016-05-08,7706,5.83,0,0,251,1189,2712
6290855005,2016-05-09,6277,4.75,0,0,264,800,2175
6290855005,2016-05-10,0,0.00,0,0,0,1440,0
6775888955,2016-04-12,0,0.00,0,0,0,1440,1841
6775888955,2016-04-13,4053,2.91,17,18,85,1053,2400
6775888955,2016-04-14,5162,3.70,14,24,105,863,2507
6775888955,2016-04-15,1282,0.92,0,0,58,976,2127
6775888955,2016-04-16,4732,3.39,36,18,9,1377,2225
6775888955,2016-04-17,2497,1.79,5,24,19,1392,2067
6775888955,2016-04-18,8294,5.95,30,31,146,1233,2798
6775888955,2016-04-19,0,0.00,0,0,0,1440,1841
6775888955,2016-04-20,10771,7.72,70,113,178,1079,3727
6775888955,2016-04-21,0,0.00,0,0,0,1440,1841
6775888955,2016-04-22,637,0.46,0,0,20,1420,1922
6775888955,2016-04-23,0,0.00,0,0,0,1440,1841
6775888955,2016-04-24,2153,1.54,11,18,11,1400,2053
6775888955,2016-04-25,6474,4.64,33,13,92,1302,2484
6775888955,2016-04-26,7091,5.27,42,30,47,1321,2584
6775888955,2016-04-27,0,0.00,0,0,0,1440,1841
6775888955,2016-04-28,703,0.50,2,13,15,1410,1993
6775888955,2016-04-29,0,0.00,0,0,0,1440,1841
6775888955,2016-04-30,2503,1.79,3,9,84,1344,2280
6775888955,2016-05-01,2487,1.78,9,34,50,1347,2319
6775888955,2016-05-02,0,0.00,0,0,0,1440,1841
6775888955,2016-05-03,9,0.01,0,0,1,1439,1843
6775888955,2016-05-04,0,0.00,0,0,0,1440,1841
6775888955,2016-05-05,0,0.00,0,0,0,1440,1841
6775888955,2016-05-06,4697,3.37,12,35,75,1318,2496
6775888955,2016-05-07,1967,1.41,2,5,49,551,1032
6962181067,2016-04-12,10199,6.74,50,14,189,796,1994
6962181067,2016-04-13,5652,3.74,8,24,142,548,1718
6962181067,2016-04-14,1551,1.03,0,0,86,862,1466
6962181067,2016-04-15,5563,3.68,0,0,217,837,1756
6962181067,2016-04-16,13217,8.74,50,3,280,741,2173
6962181067,2016-04-17,10145,6.71,5,13,295,634,2027
6962181067,2016-04-18,11404,7.54,13,42,238,689,2039
6962181067,2016-04-19,10742,7.10,35,41,195,659,2046
6962181067,2016-04-20,13928,9.55,48,4,297,639,2174
6962181067,2016-04-21,11835,9.71,53,27,214,708,2179
6962181067,2016-04-22,10725,7.09,30,33,240,659,2086
6962181067,2016-04-23,20031,13.24,58,41,347,484,2571
6962181067,2016-04-24,5029,3.32,0,0,199,720,1705
6962181067,2016-04-25,13239,9.27,35,31,282,637,2194
6962181067,2016-04-26,10433,6.90,36,7,254,680,2012
6962181067,2016-04-27,10320,6.82,7,38,279,697,2034
6962181067,2016-04-28,12627,8.35,38,8,288,621,2182
6962181067,2016-04-29,10762,7.11,12,15,369,645,2254
6962181067,2016-04-30,10081,6.66,32,16,237,731,2002
6962181067,2016-05-01,5454,3.61,0,0,215,722,1740
6962181067,2016-05-02,12912,8.54,18,39,313,655,2162
6962181067,2016-05-03,12109,8.12,21,36,267,654,2072
6962181067,2016-05-04,10147,6.71,15,36,284,683,2086
6962181067,2016-05-05,10524,6.96,14,22,305,591,2066
6962181067,2016-05-06,5908,3.91,0,0,299,717,1850
6962181067,2016-05-07,6815,4.50,0,0,328,745,1947
6962181067,2016-05-08,4188,2.77,0,14,151,709,1659
6962181067,2016-05-09,12342,8.72,43,21,231,607,2105
6962181067,2016-05-10,15448,10.21,62,34,275,626,2361
6962181067,2016-05-11,6722,4.44,24,7,199,709,1855
6962181067,2016-05-12,3587,2.37,0,8,105,127,928
7007744171,2016-04-12,14172,10.29,53,8,355,1024,2937
7007744171,2016-04-13,12862,9.65,56,22,261,1101,2742
7007744171,2016-04-14,11179,8.24,34,6,304,1096,2668
7007744171,2016-04-15,5273,3.53,0,0,202,1238,2098
7007744171,2016-04-16,4631,3.10,0,0,203,1155,2076
7007744171,2016-04-17,8059,5.39,0,0,305,1135,2383
7007744171,2016-04-18,14816,10.98,48,31,284,1077,2832
7007744171,2016-04-19,14194,10.48,53,17,304,1066,2812
7007744171,2016-04-20,15566,11.31,60,33,347,1000,3096
7007744171,2016-04-21,13744,9.19,30,34,327,1049,2763
7007744171,2016-04-22,15299,10.24,64,50,261,1065,2889
7007744171,2016-04-23,8093,5.41,2,25,223,1190,2284
7007744171,2016-04-24,11085,7.42,0,0,419,1021,2667
7007744171,2016-04-25,18229,13.34,51,24,379,986,3055
7007744171,2016-04-26,15090,10.10,16,22,424,978,2939
7007744171,2016-04-27,13541,10.22,50,12,337,1041,2830
7007744171,2016-04-28,15128,10.12,16,16,401,1007,2836
7007744171,2016-04-29,20067,14.30,55,42,382,961,3180
7007744171,2016-04-30,3761,2.52,0,0,200,1240,2051
7007744171,2016-05-01,5600,3.75,0,0,237,1142,2225
7007744171,2016-05-02,13041,9.18,64,14,250,1112,2642
7007744171,2016-05-03,14510,10.87,58,31,330,1021,2976
7007744171,2016-05-04,0,0.00,0,0,0,1440,1557
7007744171,2016-05-05,15010,11.10,53,23,317,1047,2933
7007744171,2016-05-06,11459,7.67,44,13,247,1136,2553
7007744171,2016-05-07,0,0.00,0,0,0,111,120
7086361926,2016-04-12,11317,8.41,59,6,153,745,2772
7086361926,2016-04-13,5813,3.62,31,26,155,744,2516
7086361926,2016-04-14,9123,6.12,35,32,189,787,2734
7086361926,2016-04-15,8585,5.67,30,21,139,864,2395
7086361926,2016-04-16,31,0.01,0,0,3,1437,1635
7086361926,2016-04-17,0,0.00,0,0,0,1440,1629
7086361926,2016-04-18,9827,6.71,61,51,114,1136,2743
7086361926,2016-04-19,10688,7.29,67,69,124,671,2944
7086361926,2016-04-20,14365,10.64,87,13,145,797,2997
7086361926,2016-04-21,9469,6.18,19,6,206,758,2463
7086361926,2016-04-22,9753,6.53,58,59,153,762,2846
7086361926,2016-04-23,2817,1.81,0,0,90,1350,1965
7086361926,2016-04-24,3520,2.16,0,0,125,566,2049
7086361926,2016-04-25,10091,6.82,69,39,129,706,2752
7086361926,2016-04-26,10387,7.07,70,33,132,726,2781
7086361926,2016-04-27,11107,8.34,55,6,145,829,2693
7086361926,2016-04-28,11584,7.80,54,48,161,810,2862
7086361926,2016-04-29,7881,4.95,24,36,182,1198,2616
7086361926,2016-04-30,14560,9.41,42,17,308,584,2995
7086361926,2016-05-01,12390,8.07,30,15,258,685,2730
7086361926,2016-05-02,10052,6.81,66,26,139,737,2754
7086361926,2016-05-03,10288,6.76,57,36,152,761,2754
7086361926,2016-05-04,10988,8.31,45,12,135,843,2655
7086361926,2016-05-05,8564,5.60,24,14,149,1253,2386
7086361926,2016-05-06,12461,8.38,84,35,154,834,2924
7086361926,2016-05-07,12827,8.48,20,42,209,621,2739
7086361926,2016-05-08,10677,7.10,32,27,147,695,2534
7086361926,2016-05-09,13566,9.11,67,50,171,743,2960
7086361926,2016-05-10,14433,10.79,72,23,106,1182,2800
7086361926,2016-05-11,9572,6.52,57,40,128,757,2735
7086361926,2016-05-12,3789,2.56,5,4,58,343,1199
8053475328,2016-04-12,18060,14.12,116,8,123,1193,3186
8053475328,2016-04-13,16433,13.35,95,12,156,1177,3140
8053475328,2016-04-14,20159,15.97,119,5,193,1123,3411
8053475328,2016-04-15,20669,16.24,132,8,158,1142,3410
8053475328,2016-04-16,14549,11.11,96,6,83,1255,2867
8053475328,2016-04-17,18827,13.69,111,21,195,1113,3213
8053475328,2016-04-18,17076,12.66,102,6,195,1137,3133
8053475328,2016-04-19,15929,12.48,90,7,191,1152,3114
8053475328,2016-04-20,15108,12.19,89,5,158,695,3043
8053475328,2016-04-21,16057,12.51,100,6,170,1164,3103
8053475328,2016-04-22,10520,8.29,60,3,117,1260,2655
8053475328,2016-04-23,22359,17.19,125,14,223,741,3554
8053475328,2016-04-24,22988,17.95,129,33,182,1096,3577
8053475328,2016-04-25,20500,15.69,118,9,209,1104,3403
8053475328,2016-04-26,12685,9.62,68,5,185,1182,2846
8053475328,2016-04-27,12422,9.82,60,10,183,1187,2852
8053475328,2016-04-28,15447,12.40,90,9,153,1188,3062
8053475328,2016-04-29,12315,9.65,58,8,159,1215,2794
8053475328,2016-04-30,7135,5.59,27,1,131,1281,2408
8053475328,2016-05-01,1170,0.85,0,0,51,1389,1886
8053475328,2016-05-02,1969,1.43,0,0,95,1345,1988
8053475328,2016-05-03,15484,11.90,87,22,165,1166,3023
8053475328,2016-05-04,14581,11.15,89,8,123,1220,2918
8053475328,2016-05-05,14990,11.51,93,9,130,1208,2950
8053475328,2016-05-06,13953,11.00,90,15,90,1245,2859
8053475328,2016-05-07,19769,15.67,121,20,148,1076,3331
8053475328,2016-05-08,22026,17.65,125,14,228,1073,3589
8053475328,2016-05-09,12465,9.38,66,12,148,1214,2765
8053475328,2016-05-10,14810,11.36,96,10,115,1219,2926
8053475328,2016-05-11,12209,9.40,60,7,184,1189,2809
8053475328,2016-05-12,4998,3.91,28,4,39,839,1505
8253242879,2016-04-12,9033,7.16,40,2,154,1244,2044
8253242879,2016-04-13,8053,6.10,35,11,96,1298,1935
8253242879,2016-04-14,5234,3.46,29,16,33,1362,1705
8253242879,2016-04-15,2672,1.77,0,0,105,1335,1632
8253242879,2016-04-16,9256,6.14,6,51,115,1268,1880
8253242879,2016-04-17,10204,7.91,41,5,157,1237,2112
8253242879,2016-04-18,5151,3.48,16,16,130,1278,1829
8253242879,2016-04-19,4212,2.78,0,0,164,1276,1763
8253242879,2016-04-20,6466,4.27,5,18,216,1201,1931
8253242879,2016-04-21,11268,8.56,49,20,172,1199,2218
8253242879,2016-04-22,2824,1.87,0,0,120,1320,1651
8253242879,2016-04-23,9282,6.26,30,26,191,1193,2132
8253242879,2016-04-24,8905,7.13,41,4,82,1313,1976
8253242879,2016-04-25,6829,4.51,7,54,118,1261,1909
8253242879,2016-04-26,4562,3.04,19,14,108,1299,1813
8253242879,2016-04-27,10232,8.18,45,5,104,1286,2008
8253242879,2016-04-28,2718,1.80,11,16,20,1393,1580
8253242879,2016-04-29,6260,4.26,16,14,136,1257,1854
8253242879,2016-04-30,0,0.00,0,0,0,1440,0
8378563200,2016-04-12,7626,6.05,65,15,156,723,3635
8378563200,2016-04-13,12386,9.82,116,14,169,680,4079
8378563200,2016-04-14,13318,10.56,123,21,174,699,4163
8378563200,2016-04-15,14461,11.47,60,23,190,729,3666
8378563200,2016-04-16,11207,8.89,64,21,142,563,3363
8378563200,2016-04-17,2132,1.69,0,0,93,599,2572
8378563200,2016-04-18,13630,10.81,117,10,174,720,4157
8378563200,2016-04-19,13070,10.36,120,19,154,737,4092
8378563200,2016-04-20,9388,7.44,82,8,169,763,3787
8378563200,2016-04-21,15148,12.01,137,16,145,677,4236
8378563200,2016-04-22,12200,9.67,113,12,159,769,4044
8378563200,2016-04-23,5709,4.53,19,10,136,740,2908
8378563200,2016-04-24,3703,2.94,0,0,135,734,2741
8378563200,2016-04-25,12405,9.84,117,16,141,692,4005
8378563200,2016-04-26,16208,12.85,90,18,161,593,3763
8378563200,2016-04-27,7359,5.84,4,4,192,676,3061
8378563200,2016-04-28,5417,4.30,11,10,139,711,2884
8378563200,2016-04-29,6175,4.90,3,7,172,767,2982
8378563200,2016-04-30,2946,2.34,0,0,121,780,2660
8378563200,2016-05-01,11419,9.06,71,10,127,669,3369
8378563200,2016-05-02,6064,4.81,63,4,142,802,3491
8378563200,2016-05-03,8712,6.91,71,20,195,822,3784
8378563200,2016-05-04,7875,6.24,19,10,167,680,3110
8378563200,2016-05-05,8567,6.79,66,3,214,764,3783
8378563200,2016-05-06,7045,5.59,74,5,166,831,3644
8378563200,2016-05-07,4468,3.54,0,0,158,851,2799
8378563200,2016-05-08,2943,2.33,0,0,139,621,2685
8378563200,2016-05-09,8382,6.65,71,13,171,772,3721
8378563200,2016-05-10,6582,5.22,63,13,152,840,3586
8378563200,2016-05-11,9143,7.25,72,10,184,763,3788
8378563200,2016-05-12,4561,3.62,8,6,102,433,1976
8583815059,2016-04-12,5014,3.91,0,7,196,1237,2650
8583815059,2016-04-13,5571,4.35,2,23,163,1252,2654
8583815059,2016-04-14,3135,2.45,0,0,134,1306,2443
8583815059,2016-04-15,3430,2.68,0,0,65,1375,2505
8583815059,2016-04-16,5319,4.15,0,0,0,1440,2693
8583815059,2016-04-17,3008,2.35,0,0,0,1440,2439
8583815059,2016-04-18,3864,3.01,4,22,105,1309,2536
8583815059,2016-04-19,5697,4.44,7,10,166,1257,2668
8583815059,2016-04-20,5273,4.11,0,27,167,1246,2647
8583815059,2016-04-21,8538,6.66,35,18,158,1229,2883
8583815059,2016-04-22,8687,6.78,4,54,212,1170,2944
8583815059,2016-04-23,9423,7.35,7,44,238,1151,3012
8583815059,2016-04-24,8286,6.46,2,44,206,1188,2889
8583815059,2016-04-25,4503,3.51,18,6,122,1294,2547
8583815059,2016-04-26,10499,8.19,1,91,214,1134,3093
8583815059,2016-04-27,12474,9.73,77,5,129,1229,3142
8583815059,2016-04-28,6174,4.82,0,28,203,1209,2757
8583815059,2016-04-29,15168,11.83,46,67,258,1069,3513
8583815059,2016-04-30,10085,7.87,2,28,317,1093,3164
8583815059,2016-05-01,4512,3.52,10,2,117,1311,2596
8583815059,2016-05-02,8469,6.61,0,0,0,1440,2894
8583815059,2016-05-03,12015,9.37,0,0,0,1440,3212
8583815059,2016-05-04,3588,2.80,0,0,0,1440,2516
8583815059,2016-05-05,12427,9.69,0,0,70,1370,3266
8583815059,2016-05-06,5843,4.56,2,22,166,1250,2683
8583815059,2016-05-07,6117,4.77,0,0,250,1190,2810
8583815059,2016-05-08,9217,7.19,3,72,182,1183,2940
8583815059,2016-05-09,9877,7.70,66,4,110,1260,2947
8583815059,2016-05-10,8240,6.43,9,43,162,1226,2846
8583815059,2016-05-11,8701,6.79,5,71,177,1106,2804
8583815059,2016-05-12,0,0.00,0,0,0,1440,0
8792009665,2016-04-12,2564,1.64,0,0,116,831,2044
8792009665,2016-04-13,1320,0.84,0,0,82,806,1934
8792009665,2016-04-14,1219,0.78,0,0,84,853,1963
8792009665,2016-04-15,2483,1.59,0,0,126,937,2009
8792009665,2016-04-16,244,0.16,0,0,12,1428,1721
8792009665,2016-04-17,0,0.00,0,0,0,1440,1688
8792009665,2016-04-18,0,0.00,0,0,0,1440,1688
8792009665,2016-04-19,0,0.00,0,0,0,1440,1688
8792009665,2016-04-20,3147,2.01,0,10,139,744,2188
8792009665,2016-04-21,144,0.09,0,0,9,1431,1720
8792009665,2016-04-22,4068,2.60,1,20,195,817,2419
8792009665,2016-04-23,5245,3.36,8,45,232,795,2748
8792009665,2016-04-24,400,0.26,3,8,19,1410,1799
8792009665,2016-04-25,0,0.00,0,0,0,1440,1688
8792009665,2016-04-26,1321,0.85,0,0,80,1360,1928
8792009665,2016-04-27,1758,1.13,0,0,112,900,2067
8792009665,2016-04-28,6157,3.94,0,0,310,714,2780
8792009665,2016-04-29,8360,5.35,6,14,380,634,3101
8792009665,2016-04-30,7174,4.59,10,20,301,749,2896
8792009665,2016-05-01,1619,1.04,0,0,79,834,1962
8792009665,2016-05-02,1831,1.17,0,0,101,916,2015
8792009665,2016-05-03,2421,1.55,0,0,156,739,2297
8792009665,2016-05-04,2283,1.46,0,0,129,848,2067
8792009665,2016-05-05,0,0.00,0,0,0,1440,1688
8792009665,2016-05-06,0,0.00,0,0,0,1440,1688
8792009665,2016-05-07,0,0.00,0,0,0,1440,1688
8792009665,2016-05-08,0,0.00,0,0,0,1440,1688
8792009665,2016-05-09,0,0.00,0,0,0,1440,1688
8792009665,2016-05-10,0,0.00,0,0,0,48,57
8877689391,2016-04-12,23186,20.40,85,7,312,1036,3921
8877689391,2016-04-13,15337,9.58,108,18,216,1098,3566
8877689391,2016-04-14,21129,18.98,68,13,298,1061,3793
8877689391,2016-04-15,13422,7.17,106,1,281,1052,3934
8877689391,2016-04-16,29326,25.29,94,29,429,888,4547
8877689391,2016-04-17,15118,8.87,58,15,307,1060,3545
8877689391,2016-04-18,11423,8.67,29,5,191,1215,2761
8877689391,2016-04-19,18785,17.40,82,13,214,1131,3676
8877689391,2016-04-20,19948,18.11,73,19,225,1123,3679
8877689391,2016-04-21,19377,17.62,82,13,226,1119,3659
8877689391,2016-04-22,18258,16.31,61,2,236,1141,3427
8877689391,2016-04-23,11200,7.43,102,6,300,1032,3891
8877689391,2016-04-24,16674,15.74,64,1,227,1148,3455
8877689391,2016-04-25,12986,8.74,113,8,218,1101,3802
8877689391,2016-04-26,11101,8.43,22,3,258,1157,2860
8877689391,2016-04-27,23629,20.65,93,8,235,1104,3808
8877689391,2016-04-28,14890,11.30,58,8,231,1143,3060
8877689391,2016-04-29,9733,7.39,18,5,210,1207,2698
8877689391,2016-04-30,27745,26.72,124,4,223,1089,4398
8877689391,2016-05-01,10930,8.32,36,12,166,1226,2786
8877689391,2016-05-02,4790,3.64,0,0,105,1335,2189
8877689391,2016-05-03,10818,8.21,19,3,229,1189,2817
8877689391,2016-05-04,18193,16.30,66,8,212,1154,3477
8877689391,2016-05-05,14055,10.67,67,15,188,1170,3052
8877689391,2016-05-06,21727,19.34,96,17,232,1095,4015
8877689391,2016-05-07,12332,8.13,105,28,271,1036,4142
8877689391,2016-05-08,10686,8.11,17,4,245,1174,2847
8877689391,2016-05-09,20226,18.25,73,19,217,1131,3710
8877689391,2016-05-10,10733,8.15,18,11,224,1187,2832
8877689391,2016-05-11,21420,19.56,88,12,213,1127,3832
8877689391,2016-05-12,8064,6.12,23,1,137,770,1849
